class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p
p,x,f,p,f,c,f,c,n,u,e,b,s,s,w
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g
p,x,s,p,f,c,f,c,n,n,e,b,s,s,w
p,x,f,g,f,c,f,w,n,p,e,b,s,s,w
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w
p,x,s,g,f,c,f,w,n,n,e,b,s,s,w
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g
p,x,f,g,f,c,f,w,n,g,e,b,s,s,w
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w
p,x,s,w,f,c,f,c,n,n,e,b,s,s,w
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n
e,f,y,g,t,n,f,c,b,p,t,b,s,s,g
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g
p,x,f,w,f,c,f,c,n,p,e,b,s,s,w
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,x,f,w,f,c,f,w,n,g,e,b,s,s,w
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,w
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
e,f,f,e,t,n,f,c,b,n,t,b,s,s,g
e,f,f,g,t,n,f,c,b,p,t,b,s,s,g
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
p,f,y,y,f,f,f,c,b,g,e,b,k,k,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
p,x,s,p,f,c,f,c,n,g,e,b,s,s,w
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g
p,x,f,p,f,c,f,c,n,n,e,b,s,s,w
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
p,x,s,p,f,c,f,w,n,n,e,b,s,s,w
p,x,f,g,f,c,f,c,n,g,e,b,s,s,w
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w
p,x,s,g,t,f,f,c,b,w,t,b,f,s,w
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,x,s,w,f,c,f,c,n,g,e,b,s,s,w
p,x,y,g,f,f,f,c,b,g,e,b,k,k,b
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,s,p,f,c,f,c,n,u,e,b,s,s,w
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b
p,x,s,w,f,c,f,c,n,u,e,b,s,s,w
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
p,x,f,p,f,c,f,w,n,p,e,b,s,s,w
p,f,s,w,t,f,f,c,b,p,t,b,f,s,w
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
e,x,y,b,t,n,f,c,b,e,e,?,s,s,e
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,g,f,c,f,w,n,u,e,b,s,s,w
p,x,f,g,f,c,f,c,n,u,e,b,s,s,w
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,s,g,t,f,f,c,b,h,t,b,s,s,w
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,y,e,f,y,f,c,n,b,t,?,k,s,w
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
p,x,s,g,f,c,f,w,n,u,e,b,s,s,w
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p
p,f,s,b,t,f,f,c,b,p,t,b,s,f,w
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,x,s,w,f,c,f,w,n,u,e,b,s,s,w
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b
p,x,s,w,f,c,f,w,n,u,e,b,s,s,w
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,x,f,p,f,c,f,w,n,u,e,b,s,s,w
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,f,g,f,c,f,c,n,g,e,b,s,s,w
p,x,s,p,f,c,f,w,n,u,e,b,s,s,w
e,x,f,e,t,n,f,c,b,n,t,b,s,s,w
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b
e,f,f,n,t,n,f,c,b,n,t,b,s,s,w
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p
e,f,y,u,f,n,f,c,n,h,e,?,s,f,w
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b
p,x,y,e,f,y,f,c,n,b,t,?,k,s,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w
p,x,y,n,f,f,f,c,n,b,t,?,s,s,p
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g
p,b,s,b,t,n,f,c,b,g,e,b,s,s,w
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
e,f,y,e,t,n,f,c,b,u,t,b,s,s,g
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p
p,f,s,g,t,f,f,c,b,p,t,b,f,f,w
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
e,f,f,c,f,n,f,w,n,w,e,b,f,f,w
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,s,b,t,f,f,c,b,w,t,b,f,s,w
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
p,f,s,b,t,f,f,c,b,w,t,b,f,f,w
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p
p,x,y,n,f,y,f,c,n,b,t,?,k,k,p
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g
p,x,f,g,f,c,f,w,n,n,e,b,s,s,w
p,x,f,p,f,c,f,w,n,n,e,b,s,s,w
p,x,y,n,f,y,f,c,n,b,t,?,s,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,s,g,t,f,f,c,b,w,t,b,s,f,w
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
p,f,s,g,t,f,f,c,b,h,t,b,s,s,w
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,f,s,w,t,f,f,c,b,p,t,b,f,f,w
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n
p,x,s,w,t,f,f,c,b,h,t,b,f,s,w
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,s,b,t,f,f,c,b,p,t,b,f,s,w
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b
e,k,y,n,f,n,f,w,n,w,e,b,f,f,w
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
e,f,s,p,t,n,f,c,b,e,e,?,s,s,w
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n
e,k,s,p,t,n,f,c,b,e,e,?,s,s,w
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p
p,f,y,y,f,f,f,c,b,g,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n
e,x,y,r,f,n,f,c,n,p,e,?,s,f,w
p,f,y,y,f,f,f,c,b,p,e,b,k,k,n
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b
p,x,y,n,f,s,f,c,n,b,t,?,k,s,w
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b
p,k,y,n,f,n,f,c,n,w,e,?,k,y,w
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n
